qualify_id,race_id,driver_id,constructor_id,number,position,q1,q2,q3,q1_ms,q2_ms,q3_ms
9524,1091,840,117,18,12,1:55.629,1:54.211,,115628.0,114211.0,
9525,1091,854,210,47,13,1:55.736,1:54.370,,115735.0,114370.0,
9526,1091,20,117,5,14,1:55.602,1:54.380,,115602.0,114380.0,
9527,1091,855,51,24,15,1:55.375,1:55.518,,115375.0,115518.0,
9528,1091,822,51,77,16,1:56.083,,,116083.0,,
9529,1091,817,1,3,17,1:56.226,,,116226.0,,
9530,1091,839,214,31,18,1:56.337,,,116337.0,,
9531,1091,848,3,23,19,1:56.985,,,116985.0,,
9532,1091,849,3,6,20,1:57.532,,,117532.0,,
9533,1092,830,9,1,1,1:30.224,1:30.346,1:29.304,90224.0,90346.0,89304.0
9534,1092,844,6,16,2,1:30.402,1:30.486,1:29.314,90402.0,90486.0,89314.0
9535,1092,832,6,55,3,1:30.336,1:30.444,1:29.361,90336.0,90444.0,89361.0
9536,1092,815,9,11,4,1:30.622,1:29.925,1:29.709,90622.0,89925.0,89709.0
9537,1092,839,214,31,5,1:30.696,1:30.357,1:30.165,90696.0,90357.0,90164.0
9538,1092,1,131,44,6,1:30.906,1:30.443,1:30.261,90906.0,90443.0,90261.0
9539,1092,4,214,14,7,1:30.603,1:30.343,1:30.322,90603.0,90343.0,90322.0
9540,1092,847,131,63,8,1:30.865,1:30.465,1:30.389,90865.0,90465.0,90389.0
9541,1092,20,117,5,9,1:31.256,1:30.656,1:30.554,91256.0,90656.0,90554.0
9542,1092,846,1,4,10,1:30.881,1:30.473,1:31.003,90881.0,90473.0,91003.0
9543,1092,817,1,3,11,1:30.880,1:30.659,,90880.0,90658.0,
9544,1092,822,51,77,12,1:31.226,1:30.709,,91226.0,90709.0,
9545,1092,852,213,22,13,1:31.130,1:30.808,,91130.0,90808.0,
9546,1092,855,51,24,14,1:30.894,1:30.953,,90894.0,90953.0,
9547,1092,854,210,47,15,1:31.152,1:31.439,,91152.0,91439.0,
9548,1092,848,3,23,16,1:31.311,,,91311.0,,
9549,1092,842,213,10,17,1:31.322,,,91322.0,,
9550,1092,825,210,20,18,1:31.352,,,91352.0,,
9551,1092,840,117,18,19,1:31.419,,,91419.0,,
9552,1092,849,3,6,20,1:31.511,,,91511.0,,
9553,1093,832,6,55,1,1:35.297,1:35.590,1:34.356,95297.0,95590.0,94356.0
9554,1093,844,6,16,2,1:35.795,1:35.246,1:34.421,95795.0,95246.0,94420.0
9555,1093,830,9,1,3,1:35.864,1:35.294,1:34.448,95864.0,95294.0,94448.0
9556,1093,815,9,11,4,1:36.163,1:35.864,1:34.645,96163.0,95864.0,94645.0
9557,1093,1,131,44,5,1:36.148,1:35.732,1:34.947,96148.0,95732.0,94947.0
9558,1093,847,131,63,6,1:36.195,1:35.692,1:34.988,96195.0,95692.0,94988.0
9559,1093,840,117,18,7,1:36.860,1:36.032,1:35.598,96860.0,96032.0,95598.0
9560,1093,846,1,4,8,1:36.465,1:36.341,1:35.690,96465.0,96341.0,95690.0
9561,1093,4,214,14,9,1:36.446,1:35.988,1:35.876,96446.0,95988.0,95876.0
9562,1093,822,51,77,10,1:36.746,1:36.321,1:36.319,96746.0,96321.0,96319.0
9563,1093,848,3,23,11,1:36.932,1:36.368,,96932.0,96368.0,
9564,1093,20,117,5,12,1:36.695,1:36.398,,96695.0,96398.0,
9565,1093,842,213,10,13,1:36.577,1:36.740,,96577.0,96740.0,
9566,1093,855,51,24,14,1:36.656,1:36.970,,96656.0,96970.0,
9567,1093,852,213,22,15,1:36.808,1:37.147,,96808.0,97146.0,
9568,1093,825,210,20,16,1:36.949,,,96949.0,,
9569,1093,817,1,3,17,1:37.046,,,97045.0,,
9570,1093,839,214,31,18,1:37.068,,,97068.0,,
9571,1093,854,210,47,19,1:37.111,,,97110.0,,
9572,1093,849,3,6,20,1:37.244,,,97244.0,,
9573,1094,830,9,1,1,1:19.222,1:18.566,1:17.775,79222.0,78566.0,77775.0
9574,1094,847,131,63,2,1:19.583,1:18.565,1:18.079,79583.0,78565.0,78079.0
9575,1094,1,131,44,3,1:19.169,1:18.552,1:18.084,79169.0,78551.0,78084.0
9576,1094,815,9,11,4,1:19.706,1:18.615,1:18.128,79706.0,78615.0,78128.0
9577,1094,832,6,55,5,1:19.566,1:18.560,1:18.351,79566.0,78560.0,78351.0
9578,1094,822,51,77,6,1:19.523,1:18.762,1:18.401,79523.0,78762.0,78401.0
9579,1094,844,6,16,7,1:19.505,1:19.109,1:18.555,79505.0,79109.0,78555.0
9580,1094,846,1,4,8,1:19.857,1:19.119,1:18.721,79857.0,79119.0,78721.0
9581,1094,4,214,14,9,1:20.006,1:19.272,1:18.939,80006.0,79271.0,78939.0
9582,1094,839,214,31,10,1:19.945,1:19.081,1:19.010,79945.0,79081.0,79010.0
9583,1094,817,1,3,11,1:20.279,1:19.325,,80279.0,79325.0,
9584,1094,855,51,24,12,1:20.283,1:19.476,,80283.0,79476.0,
9585,1094,852,213,22,13,1:19.907,1:19.589,,79907.0,79589.0,
9586,1094,842,213,10,14,1:20.256,1:19.672,,80256.0,79672.0,
9587,1094,825,210,20,15,1:20.293,1:19.833,,80293.0,79833.0,
9588,1094,854,210,47,16,1:20.419,,,80419.0,,
9589,1094,20,117,5,17,1:20.419,,,80419.0,,
9590,1094,840,117,18,18,1:20.520,,,80520.0,,
9591,1094,848,3,23,19,1:20.859,,,80859.0,,
9592,1094,849,3,6,20,1:21.167,,,81167.0,,
9593,1095,825,210,20,1,1:13.954,1:11.410,1:11.674,73954.0,71410.0,71674.0
9594,1095,830,9,1,2,1:13.625,1:10.881,1:11.877,73625.0,70881.0,71877.0
9595,1095,847,131,63,3,1:14.427,1:11.318,1:12.059,74426.0,71318.0,72059.0
9596,1095,846,1,4,4,1:13.106,1:11.377,1:12.263,73106.0,71377.0,72263.0
9597,1095,832,6,55,5,1:14.680,1:10.890,1:12.357,74680.0,70890.0,72357.0
9598,1095,839,214,31,6,1:14.663,1:11.587,1:12.425,74663.0,71587.0,72425.0
9599,1095,4,214,14,7,1:13.542,1:11.394,1:12.504,73542.0,71394.0,72504.0
9600,1095,1,131,44,8,1:13.403,1:11.539,1:12.611,73403.0,71539.0,72611.0
9601,1095,815,9,11,9,1:13.613,1:11.456,1:15.601,73613.0,71456.0,75601.0
9602,1095,844,6,16,10,1:14.486,1:10.950,,74486.0,70950.0,
9603,1095,848,3,23,11,1:14.324,1:11.631,,74324.0,71631.0,
9604,1095,842,213,10,12,1:14.371,1:11.675,,74371.0,71675.0,
9605,1095,20,117,5,13,1:13.597,1:11.678,,73597.0,71678.0,
9606,1095,817,1,3,14,1:14.931,1:12.140,,74931.0,72140.0,
9607,1095,849,3,6,16,1:15.095,,,75095.0,,
9608,1095,855,51,24,17,1:15.197,,,75197.0,,
9609,1095,822,51,77,18,1:15.486,,,75486.0,,
9610,1095,852,213,22,19,1:16.264,,,76264.0,,
9611,1095,854,210,47,20,1:16.361,,,76361.0,,
9612,1095,840,117,18,15,1:14.398,1:12.210,,74398.0,72210.0,
9613,1096,830,9,1,1,1:24.754,1:24.622,1:23.824,84754.0,84622.0,83824.0
9614,1096,815,9,11,2,1:24.820,1:24.419,1:24.052,84820.0,84419.0,84051.0
9615,1096,844,6,16,3,1:25.211,1:24.517,1:24.092,85211.0,84517.0,84092.0
9616,1096,832,6,55,4,1:25.090,1:24.521,1:24.242,85090.0,84521.0,84242.0
9617,1096,1,131,44,5,1:25.594,1:24.774,1:24.508,85594.0,84774.0,84508.0
9618,1096,847,131,63,6,1:25.545,1:24.940,1:24.511,85545.0,84940.0,84511.0
9619,1096,846,1,4,7,1:25.387,1:24.903,1:24.769,85387.0,84902.0,84769.0
9620,1096,839,214,31,8,1:25.735,1:25.007,1:24.830,85735.0,85007.0,84830.0
9621,1096,20,117,5,9,1:25.523,1:24.974,1:24.961,85523.0,84974.0,84961.0
9622,1096,817,1,3,10,1:25.766,1:25.068,1:25.045,85765.0,85068.0,85045.0
9623,1096,4,214,14,11,1:25.782,1:25.096,,85782.0,85096.0,
9624,1096,852,213,22,12,1:25.630,1:25.219,,85630.0,85219.0,
9625,1096,854,210,47,13,1:25.711,1:25.225,,85711.0,85225.0,
9626,1096,840,117,18,14,1:25.741,1:25.359,,85741.0,85359.0,
9627,1096,855,51,24,15,1:25.594,1:25.408,,85594.0,85408.0,
9628,1096,825,210,20,16,1:25.834,,,85834.0,,
9629,1096,842,213,10,17,1:25.859,,,85859.0,,
9630,1096,822,51,77,18,1:25.892,,,85892.0,,
9631,1096,848,3,23,19,1:26.028,,,86027.0,,
9632,1096,849,3,6,20,1:26.054,,,86054.0,,
9633,1098,830,9,1,1,1:31.295,1:30.503,1:29.708,91295.0,90503.0,89708.0
9634,1098,815,9,11,2,1:31.479,1:30.746,1:29.846,91479.0,90746.0,89846.0
9635,1098,844,6,16,3,1:31.094,1:30.282,1:30.000,91094.0,90282.0,90000.0
9636,1098,832,6,55,4,1:30.993,1:30.515,1:30.154,90993.0,90515.0,90154.0
9637,1098,4,117,14,5,1:31.158,1:30.645,1:30.336,91158.0,90645.0,90336.0
9638,1098,847,131,63,6,1:31.057,1:30.507,1:30.340,91057.0,90507.0,90340.0
9639,1098,1,131,44,7,1:31.543,1:30.513,1:30.384,91543.0,90513.0,90384.0
9640,1098,840,117,18,8,1:31.184,1:31.127,1:30.836,91184.0,91127.0,90836.0
9641,1098,839,214,31,9,1:31.508,1:30.914,1:30.984,91508.0,90914.0,90984.0
9642,1098,807,210,27,10,1:31.204,1:30.809,,91204.0,90809.0,
9643,1098,846,1,4,11,1:31.652,1:31.381,,91652.0,91381.0,
9644,1098,822,51,77,12,1:31.504,1:31.443,,91504.0,91443.0,
9645,1098,855,51,24,13,1:31.615,1:31.473,,91615.0,91473.0,
9646,1098,852,213,22,14,1:31.400,1:32.510,,91400.0,92509.0,
9647,1098,848,3,23,15,1:31.461,,,91461.0,,
9648,1098,858,3,2,16,1:31.652,,,91652.0,,
9649,1098,825,210,20,17,1:31.892,,,91892.0,,
9650,1098,857,1,81,18,1:32.101,,,92101.0,,
9651,1098,856,213,21,19,1:32.121,,,92121.0,,
9652,1098,842,214,10,20,1:32.181,,,92181.0,,
9653,1099,815,9,11,1,1:29.244,1:28.635,1:28.265,89244.0,88635.0,88265.0
9654,1099,844,6,16,2,1:29.376,1:28.903,1:28.420,89376.0,88902.0,88420.0
9655,1099,4,117,14,3,1:29.298,1:28.757,1:28.730,89298.0,88757.0,88730.0
9656,1099,847,131,63,4,1:29.592,1:29.132,1:28.857,89592.0,89132.0,88857.0
9657,1099,832,6,55,5,1:29.411,1:28.957,1:28.931,89411.0,88957.0,88931.0
9658,1099,840,117,18,6,1:29.335,1:28.962,1:28.945,89335.0,88962.0,88945.0
9659,1099,839,214,31,7,1:29.707,1:29.255,1:29.078,89707.0,89255.0,89078.0
9660,1099,1,131,44,8,1:29.689,1:29.374,1:29.223,89689.0,89374.0,89223.0
9661,1099,857,1,81,9,1:29.706,1:29.378,1:29.243,89706.0,89378.0,89243.0
9662,1099,842,214,10,10,1:29.890,1:29.411,1:29.357,89890.0,89411.0,89357.0
9663,1099,807,210,27,11,1:29.547,1:29.451,,89547.0,89451.0,
9664,1099,855,51,24,12,1:29.654,1:29.461,,89654.0,89461.0,
9665,1099,825,210,20,13,1:29.744,1:29.634,,89744.0,89634.0,
9666,1099,822,51,77,14,1:29.929,1:29.668,,89929.0,89668.0,
9667,1099,830,9,1,15,1:28.761,1:49.953,,88761.0,109953.0,
9668,1099,852,213,22,16,1:29.939,,,89939.0,,
9669,1099,848,3,23,17,1:29.994,,,89994.0,,
9670,1099,856,213,21,18,1:30.244,,,90244.0,,
9671,1099,846,1,4,19,1:30.447,,,90447.0,,
9672,1099,858,3,2,20,2:08.510,,,128509.0,,
9673,1100,830,9,1,1,1:17.384,1:17.056,1:16.732,77384.0,77056.0,76732.0
9674,1100,847,131,63,2,1:17.654,1:17.513,1:16.968,77654.0,77513.0,76968.0
9675,1100,1,131,44,3,1:17.689,1:17.551,1:17.104,77689.0,77551.0,77104.0
9676,1100,4,117,14,4,1:17.832,1:17.283,1:17.139,77832.0,77283.0,77139.0
9677,1100,832,6,55,5,1:17.928,1:17.349,1:17.270,77928.0,77349.0,77270.0
9678,1100,840,117,18,6,1:17.873,1:17.616,1:17.308,77873.0,77616.0,77308.0
9679,1100,844,6,16,7,1:18.218,1:17.390,1:17.369,78218.0,77390.0,77369.0
9680,1100,848,3,23,8,1:17.962,1:17.761,1:17.609,77962.0,77761.0,77609.0
9681,1100,842,214,10,9,1:18.312,1:17.574,1:17.675,78312.0,77574.0,77675.0
9682,1100,807,210,27,10,1:18.029,1:17.412,1:17.735,78029.0,77412.0,77735.0
9683,1100,839,214,31,11,1:17.770,1:17.768,,77770.0,77768.0,
9684,1100,852,213,22,12,1:18.471,1:18.099,,78471.0,78099.0,
9685,1100,846,1,4,13,1:18.243,1:18.119,,78243.0,78119.0,
9686,1100,825,210,20,14,1:18.159,1:18.129,,78158.0,78129.0,
9687,1100,856,213,21,15,1:18.450,1:18.335,,78450.0,78335.0,
9688,1100,857,1,81,16,1:18.517,,,78517.0,,
9689,1100,855,51,24,17,1:18.540,,,78539.0,,
9690,1100,858,3,2,18,1:18.557,,,78557.0,,
9691,1100,822,51,77,19,1:18.714,,,78714.0,,
9692,1100,815,9,11,20,,,,,,
9693,1101,844,6,16,1,1:41.269,1:41.037,1:40.203,101269.0,101037.0,100203.0
9694,1101,830,9,1,2,1:41.398,1:40.822,1:40.391,101398.0,100822.0,100390.0
9695,1101,815,9,11,3,1:41.756,1:41.131,1:40.495,101756.0,101131.0,100495.0
9696,1101,832,6,55,4,1:42.197,1:41.369,1:41.016,102197.0,101369.0,101015.0
9697,1101,1,131,44,5,1:42.113,1:41.650,1:41.177,102113.0,101650.0,101176.0
9698,1101,4,117,14,6,1:41.720,1:41.370,1:41.253,101720.0,101370.0,101253.0
9699,1101,846,1,4,7,1:42.154,1:41.485,1:41.281,102154.0,101485.0,101281.0
9700,1101,852,213,22,8,1:42.234,1:41.569,1:41.581,102234.0,101569.0,101581.0
9701,1101,840,117,18,9,1:42.524,1:41.576,1:41.611,102524.0,101576.0,101610.0
9702,1101,857,1,81,10,1:42.455,1:41.636,1:41.611,102455.0,101636.0,101610.0
9703,1101,847,131,63,11,1:42.073,1:41.654,,102073.0,101654.0,
9704,1101,839,214,31,12,1:42.622,1:41.798,,102622.0,101798.0,
9705,1101,848,3,23,13,1:42.171,1:41.818,,102170.0,101818.0,
9706,1101,822,51,77,14,1:42.582,1:42.259,,102582.0,102259.0,
9707,1101,858,3,2,15,1:42.242,1:42.395,,102241.0,102395.0,
9708,1101,855,51,24,16,1:42.642,,,102642.0,,
9709,1101,807,210,27,17,1:42.755,,,102755.0,,
9710,1101,825,210,20,18,1:43.417,,,103417.0,,
9711,1101,842,214,10,19,1:44.853,,,104853.0,,
9712,1101,856,213,21,20,,,,,,
9713,1102,815,9,11,1,1:27.713,1:27.328,1:26.841,87713.0,87328.0,86841.0
9714,1102,4,117,14,2,1:28.179,1:27.097,1:27.202,88179.0,87097.0,87202.0
9715,1102,832,6,55,3,1:27.686,1:27.148,1:27.349,87686.0,87148.0,87349.0
9716,1102,825,210,20,4,1:27.809,1:27.673,1:27.767,87809.0,87673.0,87767.0
9717,1102,842,214,10,5,1:28.061,1:27.612,1:27.786,88061.0,87612.0,87786.0
9718,1102,847,131,63,6,1:28.086,1:27.743,1:27.804,88086.0,87743.0,87804.0
9719,1102,844,6,16,7,1:27.713,1:26.964,1:27.861,87713.0,86964.0,87861.0
9720,1102,839,214,31,8,1:27.872,1:27.444,1:27.935,87872.0,87444.0,87935.0
9721,1102,830,9,1,9,1:27.363,1:26.814,,87363.0,86814.0,
9722,1102,822,51,77,10,1:27.864,1:27.564,,87864.0,87564.0,
9723,1102,848,3,23,11,1:28.234,1:27.795,,88234.0,87795.0,
9724,1102,807,210,27,12,1:27.945,1:27.903,,87945.0,87902.0,
9725,1102,1,131,44,13,1:27.846,1:27.975,,87846.0,87975.0,
9726,1102,855,51,24,14,1:28.180,1:28.091,,88180.0,88091.0,
9727,1102,856,213,21,15,1:28.325,1:28.395,,88325.0,88395.0,
9728,1102,846,1,4,16,1:28.394,,,88394.0,,
9729,1102,852,213,22,17,1:28.429,,,88429.0,,
9730,1102,840,117,18,18,1:28.476,,,88476.0,,
9731,1102,857,1,81,19,1:28.484,,,88484.0,,
9732,1102,858,3,2,20,1:28.577,,,88577.0,,
9733,1104,830,9,1,1,1:12.386,1:11.908,1:11.365,72386.0,71908.0,71365.0
9734,1104,4,117,14,2,1:12.886,1:12.107,1:11.449,72886.0,72107.0,71449.0
9735,1104,844,6,16,3,1:12.912,1:12.103,1:11.471,72912.0,72103.0,71471.0
9736,1104,839,214,31,4,1:12.967,1:12.248,1:11.553,72967.0,72248.0,71553.0
9737,1104,832,6,55,5,1:12.717,1:12.210,1:11.630,72717.0,72210.0,71630.0
9738,1104,1,131,44,6,1:12.872,1:12.156,1:11.725,72872.0,72156.0,71725.0
9739,1104,842,214,10,7,1:13.033,1:12.169,1:11.933,73033.0,72169.0,71933.0
9740,1104,847,131,63,8,1:12.769,1:12.151,1:11.964,72769.0,72151.0,71964.0
9741,1104,852,213,22,9,1:12.642,1:12.249,1:12.082,72642.0,72249.0,72082.0
9742,1104,846,1,4,10,1:12.877,1:12.377,1:12.254,72877.0,72377.0,72254.0
9743,1104,857,1,81,11,1:13.006,1:12.395,,73006.0,72395.0,
9744,1104,856,213,21,12,1:13.054,1:12.428,,73054.0,72428.0,
9745,1104,848,3,23,13,1:12.706,1:12.527,,72706.0,72527.0,
9746,1104,840,117,18,14,1:12.722,1:12.623,,72722.0,72623.0,
9747,1104,822,51,77,15,1:13.038,1:12.625,,73038.0,72625.0,
9748,1104,858,3,2,16,1:13.113,,,73113.0,,
9749,1104,825,210,20,17,1:13.270,,,73270.0,,
9750,1104,807,210,27,18,1:13.279,,,73279.0,,
9751,1104,855,51,24,19,1:13.523,,,73523.0,,
9752,1104,815,9,11,20,1:13.850,,,73850.0,,
9753,1105,830,9,1,1,1:13.615,1:12.760,1:12.272,73615.0,72760.0,72272.0
9754,1105,832,6,55,2,1:13.411,1:12.790,1:12.734,73411.0,72789.0,72734.0
9755,1105,846,1,4,3,1:13.295,1:12.776,1:12.792,73295.0,72776.0,72792.0
9756,1105,842,214,10,4,1:13.471,1:13.186,1:12.816,73471.0,73186.0,72816.0
9757,1105,1,131,44,5,1:12.937,1:12.999,1:12.818,72937.0,72999.0,72818.0
9758,1105,840,117,18,6,1:13.766,1:13.082,1:12.994,73766.0,73082.0,72994.0
9759,1105,839,214,31,7,1:13.433,1:13.001,1:13.083,73433.0,73001.0,73083.0
9760,1105,807,210,27,8,1:13.420,1:13.283,1:13.229,73420.0,73283.0,73229.0
9761,1105,4,117,14,9,1:13.747,1:13.098,1:13.507,73747.0,73098.0,73507.0
9762,1105,857,1,81,10,1:13.691,1:13.059,1:13.682,73691.0,73059.0,73682.0
9763,1105,815,9,11,11,1:13.874,1:13.334,,73874.0,73334.0,
9764,1105,847,131,63,12,1:13.326,1:13.447,,73326.0,73447.0,
9765,1105,855,51,24,13,1:13.677,1:13.521,,73676.0,73521.0,
9766,1105,856,213,21,14,1:13.581,1:14.083,,73581.0,74083.0,
9767,1105,852,213,22,15,1:13.862,1:14.477,,73862.0,74477.0,
9768,1105,822,51,77,16,1:13.977,,,73977.0,,
9769,1105,825,210,20,17,1:14.042,,,74042.0,,
9770,1105,848,3,23,18,1:14.063,,,74063.0,,
9771,1105,844,6,16,19,1:14.079,,,74079.0,,
9772,1105,858,3,2,20,1:14.699,,,74699.0,,
9773,1106,830,9,1,1,1:20.851,1:19.092,1:25.858,80851.0,79092.0,85858.0
9774,1106,807,210,27,2,1:22.730,1:20.305,1:27.102,82730.0,80305.0,87102.0
9775,1106,4,117,14,3,1:21.481,1:19.776,1:27.286,81481.0,79776.0,87286.0
9776,1106,1,131,44,4,1:21.554,1:20.426,1:27.627,81554.0,80426.0,87627.0
9777,1106,847,131,63,5,1:21.798,1:20.098,1:27.893,81798.0,80098.0,87893.0
9778,1106,839,214,31,6,1:22.114,1:20.406,1:27.945,82114.0,80406.0,87945.0
9779,1106,846,1,4,7,1:21.998,1:19.347,1:28.046,81998.0,79347.0,88045.0
9780,1106,832,6,55,8,1:22.248,1:19.856,1:29.294,82248.0,79856.0,89294.0
9781,1106,857,1,81,9,1:22.190,1:19.659,1:31.349,82190.0,79658.0,91349.0
9782,1106,848,3,23,10,1:21.938,1:18.725,,81938.0,78725.0,
9783,1106,844,6,16,11,1:21.843,1:20.615,,81843.0,80615.0,
9784,1106,815,9,11,12,1:22.151,1:20.959,,82151.0,80959.0,
9785,1106,840,117,18,13,1:22.677,1:21.484,,82676.0,81484.0,
9786,1106,825,210,20,14,1:22.351,1:21.678,,82351.0,81678.0,
9787,1106,822,51,77,15,1:22.332,1:21.821,,82332.0,81821.0,
9788,1106,852,213,22,16,1:22.746,,,82746.0,,
9789,1106,842,214,10,17,1:22.886,,,82886.0,,
9790,1106,856,213,21,18,1:23.137,,,83137.0,,
9791,1106,858,3,2,19,1:23.337,,,83337.0,,
9792,1106,855,51,24,20,1:23.342,,,83342.0,,
9793,1107,830,9,1,1,1:05.116,1:04.951,1:04.391,65116.0,64950.0,64391.0
9794,1107,844,6,16,2,1:05.577,1:05.087,1:04.439,65577.0,65087.0,64438.0
9795,1107,832,6,55,3,1:05.339,1:04.975,1:04.581,65339.0,64974.0,64581.0
9796,1107,846,1,4,4,1:05.617,1:05.038,1:04.658,65617.0,65038.0,64658.0
9797,1107,1,131,44,5,1:05.673,1:05.188,1:04.819,65673.0,65188.0,64819.0
9798,1107,840,117,18,6,1:05.710,1:05.121,1:04.893,65710.0,65120.0,64893.0
9799,1107,4,117,14,7,1:05.655,1:05.181,1:04.911,65655.0,65181.0,64911.0
9800,1107,807,210,27,8,1:05.740,1:05.362,1:05.090,65740.0,65361.0,65090.0
9801,1107,842,214,10,9,1:05.515,1:05.308,1:05.170,65515.0,65307.0,65170.0
9802,1107,848,3,23,10,1:05.673,1:05.387,1:05.823,65673.0,65387.0,65823.0
9803,1107,847,131,63,11,1:05.686,1:05.428,,65686.0,65428.0,
9804,1107,839,214,31,12,1:05.729,1:05.453,,65729.0,65453.0,
9805,1107,857,1,81,13,1:05.683,1:05.605,,65683.0,65605.0,
9806,1107,822,51,77,14,1:05.763,1:05.680,,65763.0,65680.0,
9807,1107,815,9,11,15,1:05.177,2:06.688,,65176.0,126688.0,
9808,1107,852,213,22,16,1:05.784,,,65784.0,,
9809,1107,855,51,24,17,1:05.818,,,65818.0,,
9810,1107,858,3,2,18,1:05.948,,,65948.0,,
9811,1107,825,210,20,19,1:05.971,,,65971.0,,
9812,1107,856,213,21,20,1:05.974,,,65974.0,,
9813,1108,830,9,1,1,1:29.428,1:27.702,1:26.720,89428.0,87702.0,86720.0
9814,1108,846,1,4,2,1:28.917,1:28.042,1:26.961,88917.0,88042.0,86961.0
9815,1108,857,1,81,3,1:29.874,1:27.845,1:27.092,89874.0,87845.0,87092.0
9816,1108,844,6,16,4,1:29.143,1:28.361,1:27.136,89143.0,88361.0,87136.0
9817,1108,832,6,55,5,1:29.865,1:28.265,1:27.148,89865.0,88265.0,87148.0
9818,1108,847,131,63,6,1:29.412,1:28.782,1:27.155,89412.0,88782.0,87155.0
9819,1108,1,131,44,7,1:29.415,1:28.545,1:27.211,89414.0,88545.0,87211.0
9820,1108,848,3,23,8,1:29.466,1:28.067,1:27.530,89466.0,88067.0,87530.0
9821,1108,4,117,14,9,1:29.949,1:28.368,1:27.659,89949.0,88368.0,87658.0
9822,1108,842,214,10,10,1:29.533,1:28.751,1:27.689,89533.0,88751.0,87689.0
9823,1108,807,210,27,11,1:29.603,1:28.896,,89603.0,88896.0,
9824,1108,840,117,18,12,1:29.448,1:28.935,,89448.0,88935.0,
9825,1108,839,214,31,13,1:29.700,1:28.956,,89700.0,88956.0,
9826,1108,858,3,2,14,1:29.873,1:29.031,,89873.0,89031.0,
9827,1108,822,51,77,15,1:29.798,,,89798.0,,
9828,1108,815,9,11,16,1:29.968,,,89968.0,,
9829,1108,852,213,22,17,1:30.025,,,90025.0,,
9830,1108,855,51,24,18,1:30.123,,,90123.0,,
9831,1108,856,213,21,19,1:30.513,,,90513.0,,
9832,1108,825,210,20,20,1:32.378,,,92378.0,,
9833,1109,1,131,44,1,1:18.577,1:17.427,1:16.609,78577.0,77426.0,76609.0
9834,1109,830,9,1,2,1:18.318,1:17.547,1:16.612,78318.0,77547.0,76612.0
9835,1109,846,1,4,3,1:18.697,1:17.328,1:16.694,78697.0,77328.0,76694.0
9836,1109,857,1,81,4,1:18.464,1:17.571,1:16.905,78464.0,77571.0,76905.0
9837,1109,855,51,24,5,1:18.143,1:17.700,1:16.971,78143.0,77700.0,76971.0
9838,1109,844,6,16,6,1:18.440,1:17.580,1:16.992,78440.0,77580.0,76992.0
9839,1109,822,51,77,7,1:18.775,1:17.563,1:17.034,78775.0,77563.0,77033.0
9840,1109,4,117,14,8,1:18.580,1:17.701,1:17.035,78580.0,77701.0,77035.0
9841,1109,815,9,11,9,1:18.360,1:17.675,1:17.045,78360.0,77675.0,77045.0
9842,1109,807,210,27,10,1:18.695,1:17.652,1:17.186,78695.0,77652.0,77186.0
9843,1109,832,6,55,11,1:18.393,1:17.703,,78393.0,77703.0,
9844,1109,839,214,31,12,1:18.854,1:17.841,,78854.0,77841.0,
9845,1109,817,213,3,13,1:18.906,1:18.002,,78906.0,78002.0,
9846,1109,840,117,18,14,1:18.782,1:18.144,,78782.0,78144.0,
9847,1109,842,214,10,15,1:18.743,1:18.217,,78743.0,78217.0,
9848,1109,848,3,23,16,1:18.917,,,78917.0,,
9849,1109,852,213,22,17,1:18.919,,,78919.0,,
9850,1109,847,131,63,18,1:19.027,,,79027.0,,
9851,1109,825,210,20,19,1:19.206,,,79206.0,,
9852,1109,858,3,2,20,1:19.248,,,79248.0,,
9853,1110,830,9,1,1,1:58.515,1:52.784,1:46.168,118515.0,112783.0,106168.0
9854,1110,844,6,16,2,1:58.300,1:52.017,1:46.988,118300.0,112017.0,106988.0
9855,1110,815,9,11,3,1:58.899,1:52.353,1:47.045,118899.0,112353.0,107045.0
9856,1110,1,131,44,4,1:58.563,1:52.345,1:47.087,118563.0,112345.0,107087.0
9857,1110,832,6,55,5,1:58.688,1:51.711,1:47.152,118688.0,111711.0,107152.0
9858,1110,857,1,81,6,1:58.872,1:51.534,1:47.365,118872.0,111533.0,107365.0
9859,1110,846,1,4,7,1:59.981,1:52.252,1:47.669,119981.0,112252.0,107669.0
9860,1110,847,131,63,8,1:59.035,1:52.605,1:47.805,119035.0,112604.0,107805.0
9861,1110,4,117,14,9,1:58.834,1:52.751,1:47.843,118834.0,112751.0,107843.0
9862,1110,840,117,18,10,1:59.663,1:52.193,1:48.841,119663.0,112193.0,108841.0
9863,1110,852,213,22,11,1:59.044,1:53.148,,119044.0,113148.0,
9864,1110,842,214,10,12,1:59.511,1:53.671,,119511.0,113670.0,
9865,1110,825,210,20,13,2:00.020,1:54.160,,120020.0,114160.0,
9866,1110,822,51,77,14,1:59.484,1:54.694,,119484.0,114694.0,
9867,1110,839,214,31,15,1:59.634,1:56.372,,119634.0,116372.0,
9868,1110,848,3,23,16,2:00.314,,,120314.0,,
9869,1110,855,51,24,17,2:00.832,,,120832.0,,
9870,1110,858,3,2,18,2:01.535,,,121535.0,,
9871,1110,817,213,3,19,2:02.159,,,122159.0,,
9872,1110,807,210,27,20,2:03.166,,,123166.0,,
9873,1111,830,9,1,1,1:20.965,1:18.856,1:10.567,80965.0,78856.0,70567.0
